subjID, side, relpos, edgeID, weight
33,0,2,5,1.2213
34,0,2,5,1.0084
35,0,3,5,0.020955
36,0,2,5,8.147
37,0,2,5,0.98405
38,0,2,5,2.9265
39,0,2,5,1.1728
40,0,3,5,0.49377
41,0,3,5,3.495
42,0,3,5,5.2663
1,1,1,5,1.3878
2,1,1,5,7.78
3,1,1,5,8.6913
4,1,1,5,8.0121
5,1,1,5,1.4497
6,1,1,5,3.6768
7,1,1,5,2.8955
8,1,1,5,2.0545
9,1,1,5,4.6331
10,1,1,5,2.1792
11,1,1,5,4.5593
12,1,1,5,2.7436
13,1,1,5,4.9243
14,1,1,5,3.3859
15,1,1,5,1.6926
16,1,1,5,3.5557
17,1,1,5,2.1158
18,1,1,5,6.2823
19,1,1,5,2.465
20,1,1,5,0.22688
21,1,1,5,0.68156
22,1,3,5,1.4013
23,1,2,5,0.11699
24,1,3,5,6.2146
25,1,2,5,1.3107
26,1,3,5,3.8103
27,1,2,5,1.9219
28,1,2,5,0.35231
29,1,2,5,1.6818
30,1,2,5,1.5589
31,1,3,5,0.02993
32,1,3,5,0.2906
33,1,3,5,0.83533
34,1,3,5,0.19151
35,1,2,5,5.6496
36,1,3,5,1.9585
37,1,3,5,1.4276
38,1,3,5,15.334
39,1,3,5,0.54808
40,1,2,5,0.82447
41,1,2,5,1.3623
42,1,2,5,3.7758
1,0,1,6,13.095
2,0,1,6,8.7434
3,0,1,6,6.9478
4,0,1,6,9.1429
5,0,1,6,4.2961
6,0,1,6,0.38636
7,0,1,6,3.2953
8,0,1,6,16.774
9,0,1,6,2.9552
10,0,1,6,0.85526
11,0,1,6,3.8675
12,0,1,6,40.538
13,0,1,6,3.4508
14,0,1,6,4.8138
15,0,1,6,26.23
16,0,1,6,1.3907
17,0,1,6,76.138
18,0,1,6,26.598
19,0,1,6,91.783
20,0,1,6,136.42
21,0,1,6,29.571
22,0,2,6,21.416
23,0,3,6,48.413
24,0,2,6,0.61458
25,0,3,6,7.5441
26,0,2,6,2.3777
27,0,3,6,3.0321
28,0,3,6,2.1204
29,0,3,6,17.266
30,0,3,6,0
31,0,2,6,0.32308
32,0,2,6,18.905
33,0,2,6,0.68837
34,0,2,6,1.6018
35,0,3,6,0.15966
36,0,2,6,3.2952
37,0,2,6,15.821
38,0,2,6,1.7271
39,0,2,6,16.89
40,0,3,6,76.439
41,0,3,6,76.652
42,0,3,6,32.158
1,1,1,6,4.002
2,1,1,6,17.748
3,1,1,6,51.799
4,1,1,6,57.741
5,1,1,6,6.6769
6,1,1,6,0.22222
7,1,1,6,8.8667
8,1,1,6,12.693
9,1,1,6,5.5137
10,1,1,6,14.494
11,1,1,6,4.3353
12,1,1,6,109.31
13,1,1,6,4.3736
14,1,1,6,15.955
15,1,1,6,7.1899
16,1,1,6,5.1872
17,1,1,6,22.516
18,1,1,6,88.709
19,1,1,6,20.263
20,1,1,6,47.724
21,1,1,6,26.5
22,1,3,6,2.9889
23,1,2,6,1.3712
24,1,3,6,85.73
25,1,2,6,15.49
26,1,3,6,21.144
27,1,2,6,11.409
28,1,2,6,12.861
29,1,2,6,14.604
30,1,2,6,21.548
31,1,3,6,8.935
32,1,3,6,2.9247
33,1,3,6,1.2188
34,1,3,6,31.494
35,1,2,6,6.6705
36,1,3,6,24.412
37,1,3,6,30.316
38,1,3,6,1.6642
39,1,3,6,49.687
40,1,2,6,5.3032
41,1,2,6,8.2864
42,1,2,6,16.121
1,0,1,7,0.42892
2,0,1,7,2.4174
3,0,1,7,23.601
4,0,1,7,11.503
5,0,1,7,1.8705
6,0,1,7,2.2931
7,0,1,7,1.8379
8,0,1,7,2.3718
9,0,1,7,4.4432
10,0,1,7,1.2723
11,0,1,7,16.805
12,0,1,7,1.2107
13,0,1,7,1.963
14,0,1,7,0.64055
15,0,1,7,2.9455
16,0,1,7,2.233
17,0,1,7,1.8674
18,0,1,7,3.0303
19,0,1,7,6.8053
20,0,1,7,0.52872
21,0,1,7,0.57289
22,0,2,7,0.51467
23,0,3,7,0.29399
24,0,2,7,2.9707
25,0,3,7,0.082382
26,0,2,7,0.47858
27,0,3,7,1.5973
28,0,3,7,0.53721
29,0,3,7,0.46059
30,0,3,7,0
31,0,2,7,0.34941
32,0,2,7,1.4732
33,0,2,7,1.2213
34,0,2,7,1.0084
35,0,3,7,0.020955
36,0,2,7,8.147
37,0,2,7,0.98405
38,0,2,7,2.9265
39,0,2,7,1.1728
40,0,3,7,0.49377
41,0,3,7,3.495
42,0,3,7,5.2663
1,1,1,7,1.3878
2,1,1,7,7.78
3,1,1,7,8.6913
4,1,1,7,8.0121
5,1,1,7,1.4497
6,1,1,7,3.6768
7,1,1,7,2.8955
8,1,1,7,2.0545
9,1,1,7,4.6331
10,1,1,7,2.1792
11,1,1,7,4.5593
12,1,1,7,2.7436
13,1,1,7,4.9243
14,1,1,7,3.3859
15,1,1,7,1.6926
16,1,1,7,3.5557
17,1,1,7,2.1158
18,1,1,7,6.2823
19,1,1,7,2.465
20,1,1,7,0.22688
21,1,1,7,0.68156
22,1,3,7,1.4013
23,1,2,7,0.11699
24,1,3,7,6.2146
25,1,2,7,1.3107
26,1,3,7,3.8103
27,1,2,7,1.9219
28,1,2,7,0.35231
29,1,2,7,1.6818
30,1,2,7,1.5589
31,1,3,7,0.02993
32,1,3,7,0.2906
33,1,3,7,0.83533
34,1,3,7,0.19151
35,1,2,7,5.6496
36,1,3,7,1.9585
37,1,3,7,1.4276
38,1,3,7,15.334
39,1,3,7,0.54808
40,1,2,7,0.82447
41,1,2,7,1.3623
42,1,2,7,3.7758
1,0,1,8,0.17912
2,0,1,8,2.9024
3,0,1,8,2.9145
4,0,1,8,0.021154
5,0,1,8,0.16995
6,0,1,8,4.8611
7,0,1,8,1.5084
8,0,1,8,0.30526
9,0,1,8,1.574
10,0,1,8,0.10843
11,0,1,8,0.69502
12,0,1,8,1.141
13,0,1,8,0.37708
14,0,1,8,0.013944
15,0,1,8,2.1558
16,0,1,8,0.12299
17,0,1,8,0.72308
18,0,1,8,0.72244
19,0,1,8,2.016
20,0,1,8,0.58314
21,0,1,8,1.6276
22,0,2,8,0.29943
23,0,3,8,2.5518
24,0,2,8,0.50095
25,0,3,8,0.37059
26,0,2,8,0.054475
27,0,3,8,0.25846
28,0,3,8,0.515
29,0,3,8,0.42222
30,0,3,8,0.23805
31,0,2,8,0.22887
32,0,2,8,0.5942
33,0,2,8,0.31176
34,0,2,8,0.55627
35,0,3,8,0.13029
36,0,2,8,0.45567
37,0,2,8,0.33835
38,0,2,8,0.49171
39,0,2,8,1.2209
40,0,3,8,0.81516
41,0,3,8,0.26782
42,0,3,8,0.24016
1,1,1,8,0.3865
2,1,1,8,1.3801
3,1,1,8,0.10882
4,1,1,8,0.13832
5,1,1,8,0.10016
6,1,1,8,0.18337
7,1,1,8,1.2212
8,1,1,8,0.20556
9,1,1,8,0.64023
10,1,1,8,1.2119
11,1,1,8,2.5237
12,1,1,8,1.5885
13,1,1,8,0.077586
14,1,1,8,0.10242
15,1,1,8,0.50756
16,1,1,8,1.1788
17,1,1,8,0.2963
18,1,1,8,1.5123
19,1,1,8,0.10638
20,1,1,8,0.85587
21,1,1,8,0.016129
22,1,3,8,0.16234
23,1,2,8,0.46998
24,1,3,8,0.5372
25,1,2,8,0.99408
26,1,3,8,0.10891
27,1,2,8,0.10913
28,1,2,8,0.061947
29,1,2,8,0.16009
30,1,2,8,0.098947
31,1,3,8,0.23296
32,1,3,8,0.26447
33,1,3,8,0.5169
34,1,3,8,0.092172
35,1,2,8,0.32443
36,1,3,8,0.17551
37,1,3,8,0.03869
38,1,3,8,0.056437
39,1,3,8,0.27246
40,1,2,8,0.071691
41,1,2,8,1.0218
42,1,2,8,0.1338
1,0,1,9,3.3884
2,0,1,9,2.0653
3,0,1,9,3.7363
4,0,1,9,5.8048
5,0,1,9,6.1797
6,0,1,9,25.239
7,0,1,9,4.1368
8,0,1,9,6.1401
9,0,1,9,8.0786
10,0,1,9,2.1645
11,0,1,9,5.1778
12,0,1,9,3.9305
13,0,1,9,5.1733
14,0,1,9,6.5748
15,0,1,9,3.7536
16,0,1,9,18.894
17,0,1,9,19.617
18,0,1,9,2.3223
19,0,1,9,9.401
20,0,1,9,6.6955
21,0,1,9,29.481
22,0,2,9,2.983
23,0,3,9,1.4082
24,0,2,9,2.725
25,0,3,9,3.8556
26,0,2,9,9.2429
27,0,3,9,2.4478
28,0,3,9,2.246
29,0,3,9,3.6651
30,0,3,9,3.0943
31,0,2,9,3.6389
32,0,2,9,13.508
33,0,2,9,3.7012
34,0,2,9,10.787
35,0,3,9,4.1446
36,0,2,9,2.139
37,0,2,9,1.378
38,0,2,9,5.7351
39,0,2,9,3.24
40,0,3,9,1.8046
41,0,3,9,5.233
42,0,3,9,2.8626
1,1,1,9,3.2394
2,1,1,9,2.8988
3,1,1,9,1.8625
4,1,1,9,21.761
5,1,1,9,5.3621
6,1,1,9,8.7718
7,1,1,9,4.4896
8,1,1,9,4.007
9,1,1,9,10.218
10,1,1,9,12.384
11,1,1,9,5.6219
12,1,1,9,5.7614
13,1,1,9,16.081
14,1,1,9,10.62
15,1,1,9,2.0365
16,1,1,9,10.984
17,1,1,9,13.444
18,1,1,9,7.4423
19,1,1,9,8.3578
20,1,1,9,5.8111
21,1,1,9,6.224
22,1,3,9,4.0879
23,1,2,9,1.2787
24,1,3,9,3.2447
25,1,2,9,5.6586
26,1,3,9,5.9853
27,1,2,9,7.1136
28,1,2,9,9.8962
29,1,2,9,5.985
30,1,2,9,1.862
31,1,3,9,6.7345
32,1,3,9,6.9484
33,1,3,9,3.0967
34,1,3,9,3.9561
35,1,2,9,12.502
36,1,3,9,4.0018
37,1,3,9,2.9382
38,1,3,9,8.4264
39,1,3,9,6.7345
40,1,2,9,4.7836
41,1,2,9,3.4732
42,1,2,9,2.0848
1,0,1,10,4.7399
2,0,1,10,1.3475
3,0,1,10,1.6223
4,0,1,10,7.5577
5,0,1,10,0.96527
6,0,1,10,1.2112
7,0,1,10,1.697
8,0,1,10,6.116
9,0,1,10,2.9909
10,0,1,10,3.0829
11,0,1,10,3.4018
12,0,1,10,1.5986
13,0,1,10,0.9512
14,0,1,10,1.9321
15,0,1,10,3.882
16,0,1,10,2.3721
17,0,1,10,12.429
18,0,1,10,1.8523
19,0,1,10,8.447
20,0,1,10,2.2912
21,0,1,10,2.8203
22,0,2,10,2.5692
23,0,3,10,5.6969
24,0,2,10,0.70892
25,0,3,10,0.79908
26,0,2,10,1.4623
27,0,3,10,2.8735
28,0,3,10,3.8227
29,0,3,10,0.69328
30,0,3,10,2.1434
31,0,2,10,0.2507
32,0,2,10,9.0405
33,0,2,10,5.3088
34,0,2,10,1.4904
35,0,3,10,1.4595
36,0,2,10,0.50561
37,0,2,10,0.31756
38,0,2,10,2.1456
39,0,2,10,1.4635
40,0,3,10,0.54089
41,0,3,10,2.4675
42,0,3,10,1.9457
1,1,1,10,4.2296
2,1,1,10,1.1712
3,1,1,10,1.6959
4,1,1,10,21.359
5,1,1,10,2.6362
6,1,1,10,0.86974
7,1,1,10,6.8696
8,1,1,10,2.4452
9,1,1,10,8.7354
10,1,1,10,6.0809
11,1,1,10,1.9075
12,1,1,10,1.9764
13,1,1,10,3.9126
14,1,1,10,0.23938
15,1,1,10,2.3181
16,1,1,10,9.7221
17,1,1,10,2.5021
18,1,1,10,5.1712
19,1,1,10,7.5905
20,1,1,10,7.8836
21,1,1,10,0.93986
22,1,3,10,2.0548
23,1,2,10,1.2115
24,1,3,10,2.1437
25,1,2,10,6.9947
26,1,3,10,3.3348
27,1,2,10,2.0028
28,1,2,10,6.3857
29,1,2,10,1.8006
30,1,2,10,3.748
31,1,3,10,1.0523
32,1,3,10,3.8629
33,1,3,10,2.8422
34,1,3,10,5.0321
35,1,2,10,2.3475
36,1,3,10,4.7624
37,1,3,10,0.52207
38,1,3,10,4.6697
39,1,3,10,2.2574
40,1,2,10,0.92345
41,1,2,10,1.3649
42,1,2,10,1.5037
1,0,1,11,0.25157
2,0,1,11,0.47163
3,0,1,11,1.6183
4,0,1,11,0.25784
5,0,1,11,1.7927
6,0,1,11,0.21774
7,0,1,11,1.801
8,0,1,11,1.0343
9,0,1,11,1.788
10,0,1,11,0.092628
11,0,1,11,0.40699
12,0,1,11,0.5209
13,0,1,11,2.0365
14,0,1,11,0.89877
15,0,1,11,1.0652
16,0,1,11,0.19275
17,0,1,11,0.071946
18,0,1,11,0.5791
19,0,1,11,1.7104
20,0,1,11,0.20575
21,0,1,11,0.26386
22,0,2,11,0.58658
23,0,3,11,0.17724
24,0,2,11,0.82929
25,0,3,11,0.44434
26,0,2,11,0.19365
27,0,3,11,0.31607
28,0,3,11,0.019483
29,0,3,11,0.61135
30,0,3,11,0.27436
31,0,2,11,0.81131
32,0,2,11,1.1359
33,0,2,11,0.13154
34,0,2,11,0.12416
35,0,3,11,0.038341
36,0,2,11,0.070569
37,0,2,11,0.16059
38,0,2,11,0.1065
39,0,2,11,0.26899
40,0,3,11,0.14389
41,0,3,11,0.042259
42,0,3,11,0.98836
1,1,1,11,0.2743
2,1,1,11,5.2297
3,1,1,11,3.1959
4,1,1,11,0.04215
5,1,1,11,0.12026
6,1,1,11,0.15201
7,1,1,11,1.8659
8,1,1,11,0.59231
9,1,1,11,2.0727
10,1,1,11,0.061715
11,1,1,11,0.23892
12,1,1,11,0.38955
13,1,1,11,1.1158
14,1,1,11,0.37778
15,1,1,11,0.91313
16,1,1,11,0.087308
17,1,1,11,0.037256
18,1,1,11,0.48955
19,1,1,11,0.23828
20,1,1,11,0.12686
21,1,1,11,0.23764
22,1,3,11,0.50595
23,1,2,11,0.19885
24,1,3,11,0.14228
25,1,2,11,0.47194
26,1,3,11,0.29191
27,1,2,11,0.29913
28,1,2,11,0.10573
29,1,2,11,0.29618
30,1,2,11,0.75363
31,1,3,11,0.48084
32,1,3,11,0.051459
33,1,3,11,0.12157
34,1,3,11,0.051645
35,1,2,11,0.33222
36,1,3,11,0.24085
37,1,3,11,0.11742
38,1,3,11,0.015346
39,1,3,11,0.25572
40,1,2,11,0.13452
41,1,2,11,0.04761
42,1,2,11,0.55111
1,0,1,12,4.1442
2,0,1,12,0.63386
3,0,1,12,1.6189
4,0,1,12,2.0101
5,0,1,12,0.28517
6,0,1,12,0.96228
7,0,1,12,1.7627
8,0,1,12,3.8515
9,0,1,12,3.3845
10,0,1,12,0.29353
11,0,1,12,0.27261
12,0,1,12,1.7068
13,0,1,12,1.0712
14,0,1,12,2.3747
15,0,1,12,0.91439
16,0,1,12,0.32967
17,0,1,12,1.1469
18,0,1,12,1.3706
19,0,1,12,2.4418
20,0,1,12,0.60641
21,0,1,12,6.5949
22,0,2,12,0.54078
23,0,3,12,2.0506
24,0,2,12,1.1767
25,0,3,12,0.25648
26,0,2,12,1.29
27,0,3,12,0.29153
28,0,3,12,0.18154
29,0,3,12,0.95
30,0,3,12,0.16414
31,0,2,12,0.16045
32,0,2,12,1.4776
33,0,2,12,1.6557
34,0,2,12,1.0314
35,0,3,12,0.054559
36,0,2,12,0.21837
37,0,2,12,1.4388
38,0,2,12,0.18363
39,0,2,12,1.0425
40,0,3,12,0.78325
41,0,3,12,0.34489
42,0,3,12,0.8559
1,1,1,12,0.48107
2,1,1,12,0.555
3,1,1,12,1.4515
4,1,1,12,1.0405
5,1,1,12,2.8492
6,1,1,12,0.29389
7,1,1,12,2.7409
8,1,1,12,1.1859
9,1,1,12,7.2703
10,1,1,12,0.1985
11,1,1,12,0.29435
12,1,1,12,0.73106
13,1,1,12,1.9947
14,1,1,12,0.18703
15,1,1,12,0.33824
16,1,1,12,1.0504
17,1,1,12,0.26176
18,1,1,12,0.59591
19,1,1,12,3.1941
20,1,1,12,1.825
21,1,1,12,3.5813
22,1,3,12,0.51103
23,1,2,12,0.42806
24,1,3,12,1.2402
25,1,2,12,2.7975
26,1,3,12,0.39956
27,1,2,12,0.39424
28,1,2,12,3.739
29,1,2,12,0.83986
30,1,2,12,0.10785
31,1,3,12,0.054577
32,1,3,12,2.0517
33,1,3,12,0.34066
34,1,3,12,0.086499
35,1,2,12,0.41757
36,1,3,12,0.10023
37,1,3,12,0.26725
38,1,3,12,0.43068
39,1,3,12,2.956
40,1,2,12,1.4057
41,1,2,12,0.21562
42,1,2,12,0.46616
1,0,1,13,3.3884
2,0,1,13,2.0653
3,0,1,13,3.7363
4,0,1,13,5.8048
5,0,1,13,6.1797
6,0,1,13,25.239
7,0,1,13,4.1368
8,0,1,13,6.1401
9,0,1,13,8.0786
10,0,1,13,2.1645
11,0,1,13,5.1778
12,0,1,13,3.9305
13,0,1,13,5.1733
14,0,1,13,6.5748
15,0,1,13,3.7536
16,0,1,13,18.894
17,0,1,13,19.617
18,0,1,13,2.3223
19,0,1,13,9.401
20,0,1,13,6.6955
21,0,1,13,29.481
22,0,2,13,2.983
23,0,3,13,1.4082
24,0,2,13,2.725
25,0,3,13,3.8556
26,0,2,13,9.2429
27,0,3,13,2.4478
28,0,3,13,2.246
29,0,3,13,3.6651
30,0,3,13,3.0943
31,0,2,13,3.6389
32,0,2,13,13.508
33,0,2,13,3.7012
34,0,2,13,10.787
35,0,3,13,4.1446
36,0,2,13,2.139
37,0,2,13,1.378
38,0,2,13,5.7351
39,0,2,13,3.24
40,0,3,13,1.8046
41,0,3,13,5.233
42,0,3,13,2.8626
1,1,1,13,3.2394
2,1,1,13,2.8988
3,1,1,13,1.8625
4,1,1,13,21.761
5,1,1,13,5.3621
6,1,1,13,8.7718
7,1,1,13,4.4896
8,1,1,13,4.007
9,1,1,13,10.218
10,1,1,13,12.384
11,1,1,13,5.6219
12,1,1,13,5.7614
13,1,1,13,16.081
14,1,1,13,10.62
15,1,1,13,2.0365
16,1,1,13,10.984
17,1,1,13,13.444
18,1,1,13,7.4423
19,1,1,13,8.3578
20,1,1,13,5.8111
21,1,1,13,6.224
22,1,3,13,4.0879
23,1,2,13,1.2787
24,1,3,13,3.2447
25,1,2,13,5.6586
26,1,3,13,5.9853
27,1,2,13,7.1136
28,1,2,13,9.8962
29,1,2,13,5.985
30,1,2,13,1.862
31,1,3,13,6.7345
32,1,3,13,6.9484
33,1,3,13,3.0967
34,1,3,13,3.9561
35,1,2,13,12.502
36,1,3,13,4.0018
37,1,3,13,2.9382
38,1,3,13,8.4264
